customer_id,age,gender,annual_income,total_spent,num_purchases,avg_purchase_value,online_activity_score,loyalty_program,days_since_last_purchase,num_site_visits,customer_segment
CUST_0027,29,Male,85082,49608.684939683306,130,235.39069378522356,52.36634160546107,0,241,94,medium_value
CUST_0028,39,Female,149839,42586.105391480276,16,942.8332099785207,31.912348982046257,0,198,61,medium_value
CUST_0029,61,Male,103624,10504.674666431058,137,47.62336734351768,46.991537203359535,0,309,88,medium_value
CUST_0030,42,Female,125228,46536.70121073142,73,449.1549558118788,50.24908768269321,0,83,51,medium_value
CUST_0031,66,Male,53130,5906.683254485257,166,74.65349457240045,20.07709747566786,1,241,53,medium_value
CUST_0032,44,Female,71756,40890.74045371046,54,730.5885691990748,31.501037237673156,1,280,87,high_value
CUST_0033,59,Female,117624,19093.102344481347,184,610.3668912006177,79.14097505069756,0,322,56,medium_value
CUST_0034,45,Male,46292,43910.91859020897,100,708.1010921502584,91.57882394541271,0,251,82,medium_value
CUST_0035,33,Female,131785,43416.02883636177,109,377.6079979681769,35.97940935452995,1,189,65,high_value
CUST_0036,32,Female,147331,40315.677465869296,87,372.6345243612234,30.697228220901817,1,151,21,high_value
CUST_0037,64,Male,106206,39522.51877172236,173,50.09268256609013,19.519716457188252,0,301,19,medium_value
CUST_0038,68,Female,89274,15303.489040992235,162,353.19521483199156,67.84911686505812,1,277,32,medium_value
CUST_0039,61,Male,22469,4137.872224257484,137,929.6419602507491,32.309970166633725,0,138,71,medium_value
CUST_0040,69,Female,73947,20208.710920381556,8,382.3304044945467,98.77495390991885,1,175,24,medium_value
CUST_0041,20,Male,42534,8758.873297826784,7,832.2108676908601,32.56848020639532,0,7,45,medium_value
CUST_0042,54,Male,83620,34778.059336232836,36,843.1138772261844,39.413604678262814,0,294,72,medium_value
CUST_0043,68,Female,68874,17370.376354235497,18,376.37495059733766,60.333419621203475,1,234,97,medium_value
CUST_0044,24,Female,69708,48782.94902290975,3,633.8287369942082,80.1684293191305,0,162,56,medium_value
CUST_0045,38,Female,94553,32084.506659532068,28,99.89474426169333,46.95186653456337,0,48,86,medium_value
CUST_0046,26,Female,88344,41141.78012535461,70,108.16018783060511,42.26560337889583,0,301,4,medium_value
CUST_0047,56,Female,69138,6712.981169818237,172,53.41437534340475,99.56378335948082,1,37,54,medium_value
CUST_0048,35,Male,74302,43114.52266540386,149,583.1100179082339,1.0493641139944443,1,135,60,high_value
CUST_0049,21,Female,67638,46145.58380661838,28,428.9406227379665,89.50652888512458,1,309,88,medium_value
CUST_0050,42,Male,98249,24404.389749064903,54,550.2921948809189,14.914082593973744,0,218,7,medium_value
CUST_0051,31,Male,125865,30352.021593773774,182,523.4678245558459,78.59252762089135,1,347,15,high_value
CUST_0052,67,Female,22719,38264.00906505947,65,353.45197613527665,61.7931559846298,0,295,47,medium_value
CUST_0053,26,Male,42890,8824.447500294586,100,679.0860477493555,34.18472854980921,0,33,60,medium_value
CUST_0054,43,Male,97236,25178.047215525778,21,759.7093715118087,87.38749555210184,1,351,14,medium_value
CUST_0055,19,Male,56509,19993.285085838423,13,19.555117583287334,1.2907227980991975,0,78,64,medium_value
CUST_0056,37,Male,62534,7404.062208896231,57,211.20608827003392,22.669065207492366,0,235,21,medium_value
CUST_0057,45,Female,122302,18439.96767234742,49,714.6696887429201,56.689279624953606,0,272,2,medium_value
CUST_0058,64,Male,112241,3501.798238336129,118,389.687071770665,35.1542260049698,0,160,53,medium_value
CUST_0059,24,Female,38787,1388.0141567794005,54,664.1715272069001,61.037749531832766,1,174,13,medium_value
CUST_0060,61,Female,146209,6844.797828825655,138,350.2278464358856,2.4110193408666825,0,307,35,medium_value
CUST_0061,25,Male,68845,48159.444068299774,53,393.8013765679889,11.645893048171253,1,220,81,high_value
CUST_0062,64,Female,77932,27521.523841161346,44,162.8854793212365,12.709624021843924,0,8,81,medium_value
CUST_0063,52,Female,112124,48294.52584154568,47,261.9398645678292,18.928364591600943,0,288,66,medium_value
CUST_0064,31,Female,111659,21681.644128673586,53,607.3846987200493,45.93314408005428,0,112,9,medium_value
CUST_0065,34,Male,53062,15659.625040954452,74,435.99729575859055,75.21286995435712,1,204,48,medium_value
CUST_0066,53,Female,95713,25356.47895572818,46,775.4311695298721,90.5538837928901,0,185,64,medium_value
CUST_0067,67,Female,107263,22031.633262782216,13,853.322030163651,83.5372530284246,1,340,90,medium_value
CUST_0068,57,Female,115756,5372.667744661021,165,543.938186125676,19.688787177568358,0,196,56,medium_value
CUST_0069,21,Male,80461,32077.23310304129,102,759.4759555957788,44.11505522306324,0,265,26,medium_value
CUST_0070,19,Female,95418,10880.30530722902,24,310.3699906285972,19.9411597758535,0,261,74,medium_value
CUST_0071,23,Male,86672,31017.438949401698,2,417.89635932307783,26.44718166671908,1,247,4,medium_value
CUST_0072,59,Male,148232,32545.034510667854,81,714.2137878357469,50.354698151188614,1,114,70,high_value
CUST_0073,21,Male,54832,7686.040171119541,100,389.2809328529455,6.810902472352254,0,120,82,medium_value
CUST_0074,46,Male,147335,3161.346392822341,142,590.5624104831938,21.81743295932732,0,140,56,medium_value
CUST_0075,35,Male,51966,39060.00314481515,138,189.44591518709893,93.53781613071173,0,64,92,medium_value
CUST_0076,43,Male,92545,23044.041146089075,163,601.7724583956455,46.6116292658489,1,275,14,high_value
CUST_0077,61,Female,32987,3002.373395723242,153,862.2061386907591,44.53865259778722,0,312,98,medium_value
CUST_0078,51,Male,57311,49743.829226771384,131,869.2964416243085,1.45671547512789,1,238,75,high_value
CUST_0079,27,Female,51575,2983.2499937186954,111,725.722684297892,24.739974705834577,1,301,29,medium_value
CUST_0080,53,Female,83852,34782.257920041804,102,747.0246121807454,86.62924359821812,0,9,19,medium_value
CUST_0081,31,Male,147650,49185.57837064434,17,560.1378079249472,16.462842825866876,1,232,36,medium_value
CUST_0082,48,Female,21007,12035.087200374688,12,586.7447497149957,41.51249395347211,0,194,2,medium_value
CUST_0083,65,Female,90981,7198.243497491089,182,137.9823285034654,1.4330905867001253,0,11,72,medium_value
CUST_0084,32,Female,96242,6157.108477179202,116,446.6398924791946,47.83354816705558,0,176,40,medium_value
CUST_0085,25,Female,67517,15233.429863623018,24,453.522402466932,2.1021106726217154,0,176,38,medium_value
CUST_0086,31,Male,130022,5142.18596943127,29,958.7053464894014,81.96095530657999,1,216,25,medium_value
CUST_0087,40,Female,49257,34638.850950537184,171,433.931428310173,82.48537674871037,0,10,1,medium_value
CUST_0088,57,Male,107272,3208.3607266901286,153,551.5959316782438,78.77421883023699,0,117,22,medium_value
CUST_0089,38,Female,62207,25520.164194674508,122,535.585142282707,28.33640688911182,0,163,22,medium_value
CUST_0090,33,Female,33281,49835.17300726354,188,638.5779084591055,83.7237218221818,0,38,84,medium_value
CUST_0091,62,Male,81246,40717.11644835034,90,749.4916671752364,54.29981326052693,0,52,15,medium_value
CUST_0092,35,Female,21435,30799.449967727443,65,228.91666679001776,37.380810886700246,0,217,8,medium_value
CUST_0093,64,Female,118875,15382.055677251923,84,531.0807970029435,62.5329959704233,0,205,12,medium_value
CUST_0094,41,Female,120686,31232.40223095276,119,826.7881187794503,1.2341046060374006,1,311,27,high_value
CUST_0095,43,Male,111357,26399.369049191417,156,465.7991402683239,14.296087760075215,1,359,26,high_value
CUST_0096,42,Female,46660,21361.560856129538,16,282.06525864170516,74.22935381702628,0,55,50,medium_value
CUST_0097,62,Male,25084,6622.447799335954,175,656.4355299795176,24.4161608716153,1,117,63,medium_value
CUST_0098,58,Female,102197,44341.55034049929,104,824.6485588201273,59.800911732874965,0,252,51,medium_value
CUST_0099,46,Male,33507,22544.253976183994,92,67.82459146275437,38.510260282302966,0,285,80,medium_value
CUST_0100,32,Male,92595,9811.663339856177,186,777.906530990191,85.48057787992614,0,267,37,medium_value
CUST_0101,62,Female,103807,18451.191608776753,27,822.5396932969624,95.24153059966436,0,290,99,medium_value
CUST_0102,18,Female,65539,20765.07465119346,181,464.21531295066376,88.35647283701904,0,332,64,medium_value
CUST_0103,42,Male,135953,41394.140988787025,170,983.389128534375,27.061999469359666,1,179,17,high_value
CUST_0104,24,Male,27491,36707.35759001396,187,787.7747990037726,19.416286904608228,0,357,62,medium_value
CUST_0105,26,Female,147706,38488.314192702856,175,774.7942520711874,47.4434893620735,1,234,50,high_value
CUST_0106,41,Male,132831,650.4600949894959,162,749.0993815400114,0.7334150836180275,0,342,8,medium_value
CUST_0107,18,Female,70192,20866.084509170098,165,154.85506270218264,2.5809392863181735,1,195,12,high_value
CUST_0108,61,Female,100395,24119.073166602648,134,221.14473202074575,55.329063962300005,0,307,39,medium_value
CUST_0109,25,Female,143797,1057.6946134705286,135,466.6701808071029,52.0449404165286,0,79,54,medium_value
CUST_0110,41,Female,83888,13064.679116377207,153,267.68432820966854,99.458198903526,0,134,78,medium_value
CUST_0111,28,Male,93609,38038.462173794534,33,418.1647674723703,20.184183536375812,0,21,42,medium_value
CUST_0112,68,Female,29077,6941.774315877053,55,889.0217893733061,25.810392916046844,0,330,43,medium_value
CUST_0113,34,Male,137440,26811.975559484323,186,825.2052574198729,11.35406423262867,1,224,67,high_value
CUST_0114,25,Female,142901,10838.573413660151,7,631.8896790875823,91.75430096537447,0,57,32,medium_value
CUST_0115,52,Male,40953,704.8266547302743,57,858.829792279848,77.78112444584508,1,92,23,medium_value
CUST_0116,52,Female,96919,12135.95273421712,126,784.8535270721629,82.23391114568474,0,191,35,medium_value
CUST_0117,50,Male,134682,48796.100370011685,12,431.840007181686,90.27637879645087,1,102,9,medium_value
CUST_0118,22,Male,141041,40096.701882961184,16,205.0598262896954,52.48999867258382,0,6,99,medium_value
CUST_0119,59,Female,87889,47982.87455161956,43,516.6300348092925,45.11931914507237,0,127,19,medium_value
CUST_0120,56,Female,43821,24443.916791925487,117,737.5477381159074,33.03914736656165,1,54,74,high_value
CUST_0121,58,Female,57567,5575.836314007425,135,439.23750073594505,58.92146143478555,0,230,11,medium_value
CUST_0122,45,Female,135374,27443.17849978728,111,668.4380502349777,45.42783967898225,0,361,61,medium_value
CUST_0123,24,Male,44860,22773.428994542046,51,98.85578915958841,45.15655866055751,0,61,17,medium_value
CUST_0124,26,Female,41195,42233.418428706835,160,749.2647126895464,93.69278637311389,0,239,93,medium_value
CUST_0125,25,Male,97475,4994.320781133805,75,813.6500517935967,98.40315142791302,0,89,62,medium_value
CUST_0126,29,Male,110874,24463.23273738673,8,708.3036665016384,79.64843893295807,1,231,83,medium_value
CUST_0127,51,Female,107266,7587.428368229815,45,967.4272695887337,75.67580902469282,0,232,24,medium_value
CUST_0128,50,Male,41427,16301.328751813993,59,827.5187971733372,68.05581617791015,0,353,11,medium_value
CUST_0129,65,Male,120732,36894.118161651204,132,903.5782592371556,16.607485233351373,0,332,20,medium_value
CUST_0130,40,Male,47083,23853.30465550145,104,933.9032280403599,5.9105820875654524,0,291,24,medium_value
CUST_0131,41,Male,107046,18856.82542877389,195,802.3412519144396,69.0726315113263,0,344,10,medium_value
CUST_0132,54,Female,77372,19784.36630064476,157,675.8875477964666,72.8786222256576,1,151,63,medium_value
CUST_0133,52,Female,143786,23026.39374345873,157,10.689988453985341,4.697299109813979,0,144,72,medium_value
CUST_0134,61,Female,64064,39272.325537469136,98,468.4966244570091,92.80517502288481,1,129,49,high_value
CUST_0135,57,Female,27813,44615.025978117694,156,573.3064871292491,9.114063944467754,0,140,61,medium_value
CUST_0136,39,Male,51598,47771.20085654602,79,307.51012108575964,28.59005337712024,0,92,88,medium_value
CUST_0137,44,Male,132718,39366.47897413922,124,321.5139246689547,67.23898127987044,0,113,98,medium_value
CUST_0138,52,Female,146879,15838.804097825836,172,961.3536186316144,16.987259440447634,0,283,95,medium_value
CUST_0139,18,Female,113106,34437.92183371845,4,892.2523108767322,5.541588844224443,0,142,48,medium_value
CUST_0140,52,Female,47082,21936.395890364056,90,849.9331104741957,33.11464891641498,0,222,13,medium_value
CUST_0141,54,Male,49241,12808.064040097954,104,408.98174269758005,76.59715748551791,1,231,0,medium_value
CUST_0142,64,Female,116214,42059.49181335354,137,18.630057656869973,41.367867898526036,0,32,80,medium_value
CUST_0143,31,Female,64569,2017.4748132200173,119,84.8211352234355,65.29729219079393,1,275,24,medium_value
CUST_0144,20,Female,31745,45097.92340755763,133,315.63538637651567,57.961909722813665,0,169,58,medium_value
CUST_0145,18,Male,46029,23127.725484774233,56,20.664198430698598,2.221848202558041,1,139,71,high_value
CUST_0146,22,Male,33025,31896.353692733195,96,22.064033005622125,98.85399870457067,1,356,68,high_value
CUST_0147,43,Male,121660,33001.76071806856,178,917.020285134199,4.142808881938775,0,200,4,medium_value
CUST_0148,31,Male,143395,44766.375261256166,75,707.6277096084588,96.7802737648485,1,22,98,high_value
CUST_0149,56,Male,34288,31869.817140143645,143,312.4112101178119,54.98641783643981,0,223,18,medium_value
CUST_0150,44,Male,109186,30735.285879527084,32,136.9813547129484,96.31590270650665,1,269,22,medium_value
CUST_0151,26,Male,26540,3425.936823978429,28,514.0775393056017,11.475359941383545,0,346,8,medium_value
CUST_0152,32,Male,117768,25968.560295065683,22,10.319430050092635,49.04085191855132,0,152,93,medium_value
CUST_0153,32,Female,101958,7593.4331407703785,17,938.7216751388534,16.950409186605864,1,332,49,medium_value
CUST_0154,43,Female,88878,36897.94505920213,59,417.7410437920025,5.097487702244241,0,84,15,medium_value
CUST_0155,59,Male,61846,25659.873848552455,90,405.3232804611461,61.75291150623116,0,108,32,medium_value
CUST_0156,30,Male,121148,34043.36618249683,199,393.64063954387325,20.778342096169144,1,30,1,high_value
CUST_0157,68,Female,95932,2179.477740058975,106,73.98168873582594,58.76970182875459,0,228,13,medium_value
CUST_0158,49,Male,37482,4331.12160068558,185,640.1306285928674,11.236448194898562,0,239,0,medium_value
CUST_0159,56,Male,43411,35844.537064327844,26,734.3386015302116,33.19864714327028,0,362,89,medium_value
CUST_0160,66,Male,70975,3697.008366333801,25,677.7447706003488,78.16325580532471,0,309,57,medium_value
CUST_0161,69,Female,80545,3655.710715486404,138,142.74331586274735,43.70515218421877,1,140,88,medium_value
CUST_0162,49,Female,132302,704.2129142208838,45,580.9459671954146,62.774541489733636,0,155,15,medium_value
CUST_0163,21,Female,98797,47829.41977514406,83,571.6370617513926,64.7457940745546,0,298,78,medium_value
CUST_0164,47,Female,72307,36901.66713700445,11,869.0687340016751,84.37550439872936,0,344,89,medium_value
CUST_0165,54,Female,23093,17727.245284253,181,382.23202008376876,32.49227944066413,1,98,46,medium_value
CUST_0166,40,Male,97258,14897.125506253995,104,374.62851394113704,68.72955625825176,0,46,43,medium_value
CUST_0167,56,Female,42042,17550.191164317894,68,620.4344234245947,96.16158070461657,0,326,79,medium_value
CUST_0168,62,Male,72930,38755.21120594098,95,634.9072902320155,73.0243334357868,1,66,13,high_value
CUST_0169,32,Male,137584,33102.39349241368,156,471.93880118916144,48.987047671774455,0,61,92,medium_value
CUST_0170,60,Female,64413,9341.25883658665,65,445.844065518769,63.07174444919292,0,108,23,medium_value
CUST_0171,46,Female,133387,8788.055833170809,49,496.67693228469324,73.96828977631081,0,166,54,medium_value
CUST_0172,53,Male,113623,5009.942920698526,175,861.7400730057954,61.227576569387246,0,36,14,medium_value
CUST_0173,30,Male,117883,33049.105713096775,52,463.86106674764045,1.6675813489839153,0,118,82,medium_value
CUST_0174,49,Male,53756,38242.195844864626,102,940.2321330099734,19.477349768722586,0,85,71,medium_value
CUST_0175,24,Female,73268,13325.8167734177,182,506.48374477834443,81.0468217215466,1,51,33,medium_value
CUST_0176,68,Female,59214,1145.1535554425493,188,949.4546897149869,27.26506473124847,0,90,1,medium_value
CUST_0177,39,Female,101871,4200.366207073725,57,833.6677423597304,73.1562119561134,1,288,26,medium_value
CUST_0178,45,Female,147844,48396.21573876702,47,365.61916600275,37.21202152416987,0,336,73,medium_value
CUST_0179,19,Female,48602,14842.694396123272,159,864.323214190133,52.188432815794314,1,297,98,medium_value
CUST_0180,59,Male,73331,38484.23507712287,174,114.51296778010965,6.79732998194037,1,203,86,high_value
CUST_0181,62,Female,68901,31270.712085827763,26,925.4219394662995,18.122556104970954,0,237,71,medium_value
CUST_0182,23,Male,119986,19158.788018679505,114,633.4852975074772,95.71969635192346,0,154,91,medium_value
CUST_0183,45,Male,83416,10363.7943835582,5,59.11879477969963,89.0138053446914,0,239,22,medium_value
CUST_0184,45,Male,52196,6157.182266154381,84,646.0354400325575,65.22751108990502,1,135,67,medium_value
CUST_0185,61,Female,148386,30789.147105139444,52,974.3764158740323,45.96445973857374,1,361,13,high_value
CUST_0186,61,Female,25626,38754.22565382562,105,74.45165134155577,67.57612928952238,0,63,62,medium_value
CUST_0187,37,Female,27424,32230.822251702422,54,556.9142712311859,61.8610289093939,0,122,92,medium_value
CUST_0188,47,Male,32857,26562.076449133,161,749.0553780105755,56.85522556046121,0,253,64,medium_value
CUST_0189,28,Male,130459,2193.36604923865,178,811.2072937660337,5.917707186354182,1,113,67,medium_value
CUST_0190,45,Male,135621,48427.590001959754,166,416.75832799419186,63.280261066150686,0,19,62,medium_value
CUST_0191,42,Male,39982,39955.83816356327,155,208.14572637240178,76.89200445711684,0,15,95,medium_value
CUST_0192,56,Male,96961,14711.819631378141,15,47.13056737852192,99.40816546455756,0,144,96,medium_value
CUST_0193,50,Male,21980,49000.519435006645,61,581.8275263117387,1.1078552594309676,0,207,89,medium_value
CUST_0194,18,Female,68290,30133.891322852473,122,455.64651491627274,73.01734533106766,1,18,80,high_value
CUST_0195,44,Female,46431,29162.8906445416,21,949.0006731739625,57.17893159359805,0,165,86,medium_value
CUST_0196,69,Female,104976,37428.85165353365,46,65.30188317633524,43.40521760809567,0,37,63,medium_value
CUST_0197,30,Female,127288,40607.31242569786,197,686.9683667287757,12.757017457137088,0,180,31,medium_value
CUST_0198,58,Male,102711,32858.282505841984,134,29.84139100945688,40.908514863487625,0,348,78,medium_value
CUST_0199,20,Male,134187,6491.977743673381,38,175.57700582699002,35.43771829861353,0,104,12,medium_value
CUST_0200,56,Female,46385,16979.54854912547,62,456.31110492321994,30.28298889787422,1,99,65,medium_value
CUST_0201,23,Male,58158,46411.37365226988,86,457.59808058885386,73.08796233222077,1,89,18,high_value
CUST_0202,25,Female,43019,11308.319031008212,190,687.2720402189757,70.07255212842638,0,299,23,medium_value
CUST_0203,44,Female,38639,18671.134489491913,78,910.6619696934179,58.902009098091156,0,331,87,medium_value
CUST_0204,26,Female,105530,21660.63645891538,46,640.8369981203463,93.86648132933722,1,78,10,medium_value
CUST_0205,54,Male,119911,22026.308985753163,141,953.7674223622513,34.985438418085444,0,72,58,medium_value
CUST_0206,50,Female,41563,30685.685166476822,3,882.2075616786076,24.380193771017954,0,175,85,medium_value
CUST_0207,68,Female,59341,47159.48430346091,6,586.5772965531363,65.59033130983995,1,95,14,medium_value
CUST_0208,59,Female,135672,12110.566320441998,93,834.6229911642332,19.881406093740296,1,344,9,medium_value
CUST_0209,61,Male,25776,6162.9186774158115,8,644.3647222720159,31.501050718342462,1,102,40,medium_value
CUST_0210,41,Male,56444,9953.777444010871,172,83.16504176910851,22.460244007488484,1,223,26,medium_value
CUST_0211,32,Female,88916,44357.55252044255,108,741.8618996432124,6.9153567718501225,1,5,59,high_value
CUST_0212,49,Male,28711,32325.95955149478,161,99.43389906100948,82.74987416356734,0,121,72,medium_value
CUST_0213,49,Male,94318,14366.74878303409,75,596.1123666668639,25.454054292166116,0,235,51,medium_value
CUST_0214,41,Male,102970,40815.752254534,77,704.1270048289377,47.30275033430207,0,115,27,medium_value
CUST_0215,58,Male,132301,43082.36281853546,50,71.19497016980097,4.331527325431194,0,162,64,medium_value
CUST_0216,69,Male,105553,42341.06550064487,11,234.6406806568991,69.93394662526431,0,225,16,medium_value
CUST_0217,66,Male,50707,45954.43402861377,95,916.0938711003416,33.056100230629085,0,229,94,medium_value
CUST_0218,66,Male,59110,12686.826906650744,156,618.2329197717319,74.473672782921,0,181,43,medium_value
CUST_0219,69,Male,149410,37776.592244439285,70,250.05458871647892,41.240306046786614,0,248,9,medium_value
CUST_0220,29,Male,81788,23080.920913979586,169,692.2263722922665,19.57556064056246,0,317,62,medium_value
CUST_0221,56,Male,102879,42115.72778921407,16,598.7925378618812,51.31750822820359,0,209,92,medium_value
CUST_0222,19,Female,58827,36451.684790364496,68,504.0678214183586,13.050455963743978,0,143,81,medium_value
CUST_0223,20,Female,127188,38844.72758033626,99,976.3060401131432,44.053915987299476,1,344,46,high_value
CUST_0224,66,Male,25655,32842.47570028547,48,685.0365085204713,31.730547742048653,0,95,37,medium_value
CUST_0225,54,Female,64859,8953.695596538373,184,378.5639041195731,91.19595841996332,0,345,69,medium_value
CUST_0226,66,Female,73625,27296.843252957224,64,801.0730649164836,6.092872172071995,1,243,75,high_value
CUST_0227,34,Male,72098,49235.02000227296,187,885.1603764565818,69.4017414105742,0,85,52,medium_value
CUST_0228,66,Male,35251,46875.664518206235,90,129.59445671924726,18.27511659874359,0,183,77,medium_value
CUST_0229,19,Male,142413,2254.3694162708825,190,204.55021295604016,31.904507433223984,0,120,43,medium_value
CUST_0230,19,Female,20526,8324.259304898913,76,220.1458740821408,41.551406306206594,0,331,73,medium_value
CUST_0231,45,Female,88760,6673.265795382639,139,692.7557503396076,90.80150893749742,1,91,53,medium_value
CUST_0232,40,Male,67837,36326.397508266244,101,605.024357278017,24.257826607382516,0,69,19,medium_value
CUST_0233,54,Male,145133,40907.48795986156,89,620.8966068750952,9.130880254467023,0,132,78,medium_value
CUST_0234,49,Male,149478,10754.217178902529,18,941.0694331910535,31.86896039905236,0,278,30,medium_value
CUST_0235,50,Female,31536,25342.049378296266,19,777.0319751432694,10.467597053553334,0,136,6,medium_value
CUST_0236,18,Female,48541,42051.08109775888,55,132.29723988922427,12.859648596055251,0,313,57,medium_value
CUST_0237,36,Female,99083,36666.7970838359,102,350.7695470130551,57.38505979750267,0,186,9,medium_value
CUST_0238,19,Female,71027,27157.63655404323,118,438.21667794485694,6.090193309949332,0,220,9,medium_value
CUST_0239,61,Male,54531,29558.349753892766,154,398.98178080386685,3.0930881393566034,0,45,38,medium_value
CUST_0240,43,Male,28712,25467.19129112237,134,670.9620661160698,71.44141014704978,0,277,27,medium_value
CUST_0241,49,Male,124101,14947.667720809146,4,892.4336377402798,36.16470948410445,0,191,29,medium_value
CUST_0242,23,Male,85455,28294.597443664905,108,309.52120620517405,12.537534923387328,0,7,36,medium_value
CUST_0243,49,Female,94744,34475.37657229952,115,554.1177507390797,25.361277085970823,1,275,66,high_value
CUST_0244,21,Female,141787,43678.8135014543,29,790.4623748040177,64.2086507352399,0,178,42,medium_value
CUST_0245,28,Male,149749,31850.93856356448,59,419.1369685511226,27.55365671408512,0,333,78,medium_value
CUST_0246,34,Male,25109,38079.96469845359,125,172.27753775729937,49.45211251204079,0,38,84,medium_value
CUST_0247,55,Female,141332,8087.574584233193,98,477.5762104374295,12.169530672667229,0,292,51,medium_value
CUST_0248,41,Male,69268,23131.717973547515,17,59.94640813931333,58.8093637605447,1,177,55,medium_value
CUST_0249,22,Female,120737,565.6478293719555,107,942.6715367322655,31.607768384326405,0,161,75,medium_value
CUST_0250,69,Male,74615,12409.275339628988,43,79.44709916899818,62.696843452871654,1,330,67,medium_value
CUST_0251,51,Male,102503,36350.43958413894,80,441.2644316743253,80.8394882304023,0,103,8,medium_value
CUST_0252,23,Male,143274,49591.316572333235,194,532.2318547830836,61.16464193899924,1,160,91,high_value
CUST_0253,39,Male,49759,5048.987169402074,162,985.377313125849,29.574756259502067,0,286,22,medium_value
CUST_0254,28,Male,105708,20134.566361478282,8,170.19171452464647,25.57437015483004,1,122,62,medium_value
CUST_0255,65,Male,80112,40023.54133808806,141,118.85936101929677,32.7420958733448,0,53,60,medium_value
CUST_0256,33,Male,122471,10281.378167982053,106,13.662616327230861,16.462051323650485,0,33,39,medium_value
CUST_0257,50,Female,146740,27798.738970184084,8,159.7935796849558,18.117185085002006,0,241,43,medium_value
CUST_0258,26,Female,143153,36680.257671880776,96,211.23661417232927,79.06911019001679,0,112,85,medium_value
CUST_0259,23,Female,46589,30837.673967982933,94,632.4280368751769,38.4732576507445,1,317,23,high_value
CUST_0260,33,Female,50015,9482.434257309265,65,223.6082564394434,43.59951805705858,0,22,50,medium_value
CUST_0261,46,Female,49009,17833.6899774184,171,25.418210655678585,59.40494655668112,0,45,57,medium_value
CUST_0262,20,Male,103309,39211.210045821324,39,827.4852537749763,58.96534951515476,0,311,89,medium_value
CUST_0263,37,Male,146446,27755.90305518763,81,368.7677224989469,6.7376871521925725,0,134,93,medium_value
CUST_0264,53,Female,82046,360.95771579134555,187,356.9282031478303,83.15407863376656,0,117,32,medium_value
CUST_0265,36,Male,126661,38073.43892540188,84,305.96663402208696,17.732655322393942,0,188,15,medium_value
CUST_0266,43,Female,46143,1862.0366115179297,88,975.4964107606887,72.30716360496689,0,130,21,medium_value
CUST_0267,20,Female,26154,37312.115758288484,86,174.26484022273507,77.26709881281666,1,211,56,high_value
